doc_id,text,date,client,machine_id,problem_category,key_component,source_file,source_sheet
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|59|SSLM21026SR|2023-08-21,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|59|SSLM21026SR|2023-08-21
日期：2023-08-21 00:00:00
客戶：上海日月光
機台編號：SSLM21026SR
問題分類：訊號與干擾
關鍵元件：VLS, 五代卡
症狀：視覺VLS show取像失敗
處理方式：更換後-正常
完整內容：發生日期: 2023-08-21
客戶: 上海日月光
機台編號: SSLM21026SR
問題分類: 訊號與干擾
關鍵元件: VLS, 五代卡
問題現象: 問題：視覺VLS show取像失敗，且五代卡紀錄Trigger Count 0。
一開始台車速度V=500mm/s 設定錯誤，16K應為360mm/s。
修正掃像速度後仍然取像失敗。

發現Handler 紀錄此異常Log： 
The Device is not support this function or Internal process failed E0099 CarA。 
故猜測為第一張4xmo 卡別非高速觸發4xmo-C

使用ADLink- MotionCreatorPro2.exe 確認卡別
(ID1)第一張4xmo 接A/B台車的卡，應該要是高速觸發4xmo-C
配線商 配錯導致。
更換後-正常。
維修處理: OK
更換硬體: 4xmo 卡別
裝錯
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",2023-08-21 00:00:00,上海日月光,SSLM21026SR,訊號與干擾,"VLS, 五代卡",20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|60|SSLM21029SR|2023-08-21,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|60|SSLM21029SR|2023-08-21
日期：2023-08-21 00:00:00
客戶：上海日月光
機台編號：SSLM21029SR
問題分類：光源系統
關鍵元件：CCD, 影像擷取卡
症狀：8/21 發生 16K CCD 成像異常
處理方式：待供應商 回覆
完整內容：發生日期: 2023-08-21
客戶: 上海日月光
機台編號: SSLM21029SR
問題分類: 光源系統
關鍵元件: CCD, 影像擷取卡
問題現象: 8/21 發生 16K CCD 成像異常
1.  座標4096處發生 亮度差異
2. 影像直向方向 有偶發條紋

CameraLink 重插拔, 更換線 →無效
更換五代影像擷取卡 →無效
更換16K-CCD → OK

8/21已發信給供應商 (霖思科技) 尋求解釋與說明
待供應商 回覆。
維修處理: 
更換硬體: 16K-CCD
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",2023-08-21 00:00:00,上海日月光,SSLM21029SR,光源系統,"CCD, 影像擷取卡",20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
"20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|61|
SSLM21026SR
SSLM21027SR
SSLM21028SR
SSLM21029SR|2023-08-21","【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|61|
SSLM21026SR
SSLM21027SR
SSLM21028SR
SSLM21029SR|2023-08-21
日期：2023-08-21 00:00:00
客戶：上海日月光
機台編號：SSLM21026SR
SSLM21027SR
SSLM21028SR
SSLM21029SR
問題分類：訊號與干擾
關鍵元件：PCIe, Trigger卡, 影像擷取卡
症狀：影像的末端會固定區域全黑
處理方式：成像才正常
完整內容：發生日期: 2023-08-21
客戶: 上海日月光
機台編號: 
SSLM21026SR
SSLM21027SR
SSLM21028SR
SSLM21029SR
問題分類: 訊號與干擾
關鍵元件: PCIe, Trigger卡, 影像擷取卡
問題現象: 影像的末端會固定區域全黑

microDisplay-microDiagnostics 軟件
PCI Express Speed 顯示驚嘆號 並寫Gen 2x1
Warning: The board could provide higher performance up to PCIe Gen 2 x4. Try rebooting or put the board in a different PCIe slot.

系統提示可更換其他PCIe 插槽，來提供更高的性能.

故將 影像擷取卡與Trigger卡 之間互換插槽位置
PCI Express Speed 才顯示Gen 2 x4
成像才正常。
維修處理: 
更換硬體: 主機板AIMB-787
PCIe
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",2023-08-21 00:00:00,上海日月光,"SSLM21026SR
SSLM21027SR
SSLM21028SR
SSLM21029SR",訊號與干擾,"PCIe, Trigger卡, 影像擷取卡",20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
"20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|62|廠內
LineScan平台|2023-08-29","【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|62|廠內
LineScan平台|2023-08-29
日期：2023-08-29 00:00:00
客戶：上海日月光
機台編號：廠內
LineScan平台
問題分類：硬體損壞/配線
關鍵元件：PCIe, PCIe插槽, 五代卡, 影像擷取卡, 相機
症狀：問題1 : microDisplay-microDiagnostics 軟件找不到五代卡裝置
處理方式：→解決方式：重新安裝(SiSo) MicroDisplay 5.7.0
完整內容：發生日期: 2023-08-29
客戶: 上海日月光
機台編號: 廠內
LineScan平台
問題分類: 硬體損壞/配線
關鍵元件: PCIe, PCIe插槽, 五代卡, 影像擷取卡, 相機
問題現象: 問題1 : microDisplay-microDiagnostics 軟件找不到五代卡裝置
      (  先刪除MicroDisplay 5.4.1.2並保留5.7.0 ) 
      →解決方式： 安裝 SiSo win10補丁

問題2：CommCam無法透過五代卡連上相機 (CommCam 介面-沒有SiSo 卡的連接埠選項)
     ( 更換CameraLink Cable →NG)
     ( 重安裝CommCam →NG)
     ( 五代卡交換PCIe插槽→NG)
    (  四代影像擷取卡 也連線不上)
     →解決方式：重新安裝(SiSo) MicroDisplay 5.7.0
維修處理: OK
更換硬體: 五代
影像擷取卡
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",2023-08-29 00:00:00,上海日月光,"廠內
LineScan平台",硬體損壞/配線,"PCIe, PCIe插槽, 五代卡, 影像擷取卡, 相機",20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|63|TTLM10009|UNKNOWN,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|63|TTLM10009|UNKNOWN
日期：UNKNOWN
客戶：京元
機台編號：TTLM10009
問題分類：訊號與干擾
關鍵元件：PCIe, Trigger卡, 影像擷取卡, 相機
症狀：12/26 RD試機時 畫面白屏 且卡頓
處理方式：兩台的PCIe Slot 皆要接第一插槽 才可取像成功
完整內容：發生日期: UNKNOWN
客戶: 京元
機台編號: TTLM10009
問題分類: 訊號與干擾
關鍵元件: PCIe, Trigger卡, 影像擷取卡, 相機
問題現象: 問題: 12/26 RD試機時 畫面白屏 且卡頓，重啟電腦後
，即LineScan 取像失敗。
12/26
1.更換新一組""4代影像擷取卡+Trigger卡 ""→取像NG。
2.DAQ 量測, 訊號數量正常。
3.示波器量測，訊號波型正常。
4. SiSo 無法取像。
12/27
1. 拔機台 ""4代影像擷取卡+Trigger卡"" 
 and 新一組""4代影像擷取卡+Trigger卡"" 至三樓掃像平台測試正常。
2. 重灌 相機 與 擷取卡 Driver→ 取像NG 。
3. 使用DeviceTest + SiSo → 取像NG。
4. 借用SSLM21001NRT電腦，搭配機台 ""4代影像擷取卡+Trigger卡"" → 取像NG 。
5. 更換 影像擷取卡 更換 PCIe Slot (第三插槽 換到 第一插槽)  → 取像OK 。

SSLM21001NRT (主板型號：AIMB-785 Rev:A1)
TTLM10009 (主板型號：AIMB-788 Rev.A1)  
兩台的PCIe Slot 皆要接第一插槽 才可取像成功。
維修處理: 
更換硬體: 主機板
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",UNKNOWN,京元,TTLM10009,訊號與干擾,"PCIe, Trigger卡, 影像擷取卡, 相機",20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|64|ASLM32002|2024-06-17,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|64|ASLM32002|2024-06-17
日期：2024-06-17 00:00:00
客戶：震坤
機台編號：ASLM32002
問題分類：軟體與驅動
關鍵元件：五代卡, 影像擷取卡
症狀：OS：Windows 11
處理方式：→解決方式： 安裝 SiSo win10補丁
完整內容：發生日期: 2024-06-17
客戶: 震坤
機台編號: ASLM32002
問題分類: 軟體與驅動
關鍵元件: 五代卡, 影像擷取卡
問題現象: OS：Windows 11
microDisplay-microDiagnostics 軟件找不到五代卡裝置

→解決方式： 安裝 SiSo win10補丁
維修處理: OK
更換硬體: 五代
影像擷取卡
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",2024-06-17 00:00:00,震坤,ASLM32002,軟體與驅動,"五代卡, 影像擷取卡",20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|65|SSDM10001WSD|2024-08-22,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|65|SSDM10001WSD|2024-08-22
日期：2024-08-22 00:00:00
客戶：禮鼎
機台編號：SSDM10001WSD
問題分類：訊號與干擾
關鍵元件：CCD, OVP卡, Trigger卡, 五代卡
症狀：1. 正/背面-LineScan取像失敗 (五代卡 紀錄 Count 0 )
處理方式：→只能懷疑是 OVP的接線-接觸不良
根因：正面取像失敗
完整內容：發生日期: 2024-08-22
客戶: 禮鼎
機台編號: SSDM10001WSD
問題分類: 訊號與干擾
關鍵元件: CCD, OVP卡, Trigger卡, 五代卡
問題現象: 1. 正/背面-LineScan取像失敗 (五代卡 紀錄 Count 0 )。
2. Handler掃像 搭配 DAQ量測也計數為 0。
3. 不透過Handler程式 , 使用DeviceTest + DAQ 也量測不到訊號。
4. 請明傑 與電控查修，比對IO表  
    ex: 台車移動軸-編號""012"" , LineScan Trigger線接到""013""(虛擬軸)
   明傑修正接線後,DAQ可量測到訊號。
   正面仍取像失敗(count 0)，背面取像成功。

5. 正面訊號使用DAQ量測 ex:表定Trigger 16001, DAQ量到 32XXX (訊號多,且不穩定)
正面訊號使用示波器量測，OnTime 10us, 訊號週期40us  (皆符合OnTime設定, V=500)
◆縮短取像長度→NG
◆取像速度放慢→NG

6. 稍早只交換 Trigger線(白線)，使上CCD接收""收料手臂""的訊號→成像OK
    故上CCD物料(擷取卡,Trigger卡, 白線1)正常

懷疑是  上CCD的OVP卡異常，導致正面取像失敗。
整組線(訊號源、白線)交換測試OVP→變成 正/背面取像正常。
OVP交換回來→ 正/背面也都取像正常。

→只能懷疑是 OVP的接線-接觸不良。
維修處理: 
更換硬體:
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",2024-08-22 00:00:00,禮鼎,SSDM10001WSD,訊號與干擾,"CCD, OVP卡, Trigger卡, 五代卡",20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|66|SSDM10001WSD|2024-08-27,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|66|SSDM10001WSD|2024-08-27
日期：2024-08-27 00:00:00
客戶：禮鼎
機台編號：SSDM10001WSD
問題分類：軟體與驅動
關鍵元件：VLS, 影像擷取卡
症狀：機台送電後(電腦初次開啟時)
處理方式：修改後至9/5 -目前皆正常
完整內容：發生日期: 2024-08-27
客戶: 禮鼎
機台編號: SSDM10001WSD
問題分類: 軟體與驅動
關鍵元件: VLS, 影像擷取卡
問題現象: 問題：機台送電後(電腦初次開啟時)，打開VLS時，會警示""影像擷取卡Initial Error""
等初始化異常，此時裝置管理員的卡片顯示成驚嘆號且microDiagnostics抓不到卡片
，隨即重啟電腦後開啟VLS則正常。

耿瑋查修；機台不斷電，只要關機2~3分鐘 重啟第一次即會發生上述問題，馬上重啟電腦則會正常。

觀察軟體抓取狀況：「 裝置 與 microDiagnostics 」
*關機2分鐘後重啟，狀況正常。開啟VLS 卡片初始化時，隨即變成異常。
  馬上重啟電腦，狀況正常。開啟VLS ，狀況也正常。

*關機2分鐘後重啟，狀況正常。開啟MicroDisplay - Load mcf檔時，狀況變異常。
  故可排除 是程式VLS 初始化造成的裝置異常。

*觀察 正常/異常時的  microDiagnostics 的dll設定。
          異常前(關機2分鐘後的第一次開啟電腦) ""Active 與 Boot""設定皆是切在AreaGray的選項。
          異常時 microDiagnostics 看不到卡片設定
          正常時 ""Active "" 則是切在 FullLineGray選項。
*將16K對應的dll - FullLineGray 設定 ""Active Now 、Set as Boot Partition"" 。
 關機2分鐘後重啟，狀況正常。
 觀察2~3天 送電重啟後也正常。
修改後至9/5 -目前皆正常
維修處理: 
更換硬體: 影像擷取卡(五代)
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",2024-08-27 00:00:00,禮鼎,SSDM10001WSD,軟體與驅動,"VLS, 影像擷取卡",20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|67|SSDM10001WSD|2024-09-10,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|67|SSDM10001WSD|2024-09-10
日期：2024-09-10 00:00:00
客戶：禮鼎
機台編號：SSDM10001WSD
問題分類：硬體損壞/配線
關鍵元件：CCD, 影像擷取卡
症狀：正面-成像異常  (如右圖所示
處理方式：成像即正常
完整內容：發生日期: 2024-09-10
客戶: 禮鼎
機台編號: SSDM10001WSD
問題分類: 硬體損壞/配線
關鍵元件: CCD, 影像擷取卡
問題現象: 正面-成像異常  (如右圖所示, 左半邊為正面A放大影像,右邊為 正面B局部圖)
*正面A Row 0~4095 成像異常
*正面B Row 0~409X 成像異常

此機台先前拆裝電腦接線後
上CCD-影像擷取卡的 Port A接線 沒有接好，重接鎖固後。成像即正常。
維修處理: OK
更換硬體: CameraLink 
Cable
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",2024-09-10 00:00:00,禮鼎,SSDM10001WSD,硬體損壞/配線,"CCD, 影像擷取卡",20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|68|TTLM20008|2025-01-11,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|68|TTLM20008|2025-01-11
日期：2025-01-11 00:00:00
客戶：晶兆成
機台編號：TTLM20008
問題分類：訊號與干擾
症狀：影像發生 直線條紋  (掃像速度V:200mm/s
處理方式：暫以現況出機
根因：直向條紋
完整內容：發生日期: 2025-01-11
客戶: 晶兆成
機台編號: TTLM20008
問題分類: 訊號與干擾
關鍵元件: N/A
問題現象: 問題：影像發生 直線條紋  (掃像速度V:200mm/s , Pitch: 10um , 曝光時間:20us) 

1/11 
*該機台 使用V:250 掃像時, 影像尾端會不穩定，故降速到200。機構表示UPH足夠。
*機台掃像軸 使用Encoder送訊號，示波器 量測訊號間隔異常 (忽大忽小)
  推測是 此原因造成 曝光不足，故部分Pixel 曝光足:白線  ,部分曝光不足: 黑線

1. Trigger訊號不穩定，掃像速度V降速300→200mm/sec 掃像穩定。
1/13開會討論過，機構表示 V=200mm/sec -機台UPH足夠,
→ 故此台降速V=200 出機。

2. (使用Encoder的)訊號間隔不穩定導致直向條紋，
(用Command 取像) 影像則正常
→ 視覺加大曝光時間(曝光-35us)，暫時克服。

3. 光源角度-實際為48度，與設計(表定45度)不符。
→ 試機時程過短，暫以現況出機。
維修處理: 
更換硬體:
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",2025-01-11 00:00:00,晶兆成,TTLM20008,訊號與干擾,,20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|69|SSLM21004SRA|2025-02-14,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|69|SSLM21004SRA|2025-02-14
日期：2025-02-14 00:00:00
客戶：鵬晟
(泰國)
機台編號：SSLM21004SRA
問題分類：光源系統
關鍵元件：光控, 光源控制器
症狀：光控 PC 24V24W 2 SR
處理方式：解決
完整內容：發生日期: 2025-02-14
客戶: 鵬晟
(泰國)
機台編號: SSLM21004SRA
問題分類: 光源系統
關鍵元件: 光控, 光源控制器
問題現象: 光控 PC 24V24W 2 SR
光源 CRH 2850R2

機台前站2D的光源，旋鈕亮度調大時 會有階段性的變亮 (非線性漸亮)的問提

2/17 請 新耀光_育銨 現場更換光控後→正常。
現場拆光控，發現是IC裝錯導致。已跟供應商1換1，解決。
維修處理: OK
更換硬體: 光源控制器
PC 24V24W 2 SR
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",2025-02-14 00:00:00,"鵬晟
(泰國)",SSLM21004SRA,光源系統,"光控, 光源控制器",20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|70|SSLM21002SI|2025-09-02,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|70|SSLM21002SI|2025-09-02
日期：2025-09-02 00:00:00
客戶：安捷利
機台編號：SSLM21002SI
問題分類：訊號與干擾
關鍵元件：OVP卡, 五代卡, 影像擷取卡
症狀：機台偶發-取像失敗 (但 五代卡紀錄之 Trigger Count 32502-足夠)
處理方式：無出現取像失敗
完整內容：發生日期: 2025-09-02
客戶: 安捷利
機台編號: SSLM21002SI
問題分類: 訊號與干擾
關鍵元件: OVP卡, 五代卡, 影像擷取卡
問題現象: 機台偶發-取像失敗 (但 五代卡紀錄之 Trigger Count 32502-足夠)

硬體接線： 4xmo-c 接 CMP+/GND (Trigger訊號)，搭配 OVP過壓保護卡
影像擷取卡mcf 檔設定： High Active

1. 接線錯誤，使用OVP卡，Trigger訊號 需改成CMP-/GND
2.因應訊號改變 (CMP-)，影像擷取卡mcf檔需改成 Low Active
上述兩項修改後，無出現取像失敗
維修處理: OK
更換硬體: 接線與設定
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",2025-09-02 00:00:00,安捷利,SSLM21002SI,訊號與干擾,"OVP卡, 五代卡, 影像擷取卡",20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|71|SSLM21003SI|2025-09-06,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|71|SSLM21003SI|2025-09-06
日期：2025-09-06 00:00:00
客戶：上海
美維科技
機台編號：SSLM21003SI
問題分類：訊號與干擾
關鍵元件：OVP卡, Trigger卡, 五代卡, 光學尺, 影像擷取卡
症狀：台車速度>200mm/s(標準速度360)
處理方式：跟大/小卡無關)
根因：曝光時間過久
完整內容：發生日期: 2025-09-06
客戶: 上海
美維科技
機台編號: SSLM21003SI
問題分類: 訊號與干擾
關鍵元件: OVP卡, Trigger卡, 五代卡, 光學尺, 影像擷取卡
問題現象: 問題：台車速度>200mm/s(標準速度360) , 且五代卡Trigger Count足夠(>32500)，
卻取像失敗。 (4xmo-c 接CMP-訊號，搭配OVP卡，Mcf檔使用Low Active觸發)

1.更換OVP卡→NG
2.去掉OVP卡,直接外接Trigger線 (4xmo-c →Trigger卡)→NG
3.多送Trigger訊號 (原本32502 pulse→ 33502 pulse)→可以成像，
                                                                                                  但影像尾端(靶點)會飄移，
                                                                                                  且影像有直條紋的異常。
4. DAQ量測訊號數量 33502 -無Lose Trigger。
    五代卡Trigger Count 33502-無Lose Trigger。
5.更換 五代影像擷取卡→NG (影像會飄移 -Trigger Lose)
6.更換 Trigger保護卡→NG  (影像會飄移 -Trigger Lose)
7.更換 4xmo-c →NG  (影像會飄移 -Trigger Lose)
8.示波器 量測  來源端(4xmo-c) 與接收端 (Trigger保護卡) ，訊號皆正常。

9.觀察光學尺Sensor，台車移動時 Sensor 燈號 會偶發變成 藍色/紅色燈號 (正常為綠色燈號)
10. 組測_發現光學尺貼膜未撕，撕掉後 影像穩定，且沒有直條紋異常。

(光學尺sensor 燈號穩定→ 影像穩定不飄移)
(產生條紋的直線, 因sensor異常, 導致曝光時間過久,跟大/小卡無關)
維修處理: 
更換硬體: 光學尺的薄膜
沒有撕掉

導致光學尺sensor
異常
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",2025-09-06 00:00:00,"上海
美維科技",SSLM21003SI,訊號與干擾,"OVP卡, Trigger卡, 五代卡, 光學尺, 影像擷取卡",20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|72|SSLM21003SI|2025-10-03,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|72|SSLM21003SI|2025-10-03
日期：2025-10-03 00:00:00
客戶：福懋
機台編號：SSLM21003SI
問題分類：硬體損壞/配線
症狀：TTLM10015 - 主管們決議使用舊系統 (VAS / LCamGrab)
處理方式：(D:\TTL_VAS_1\VAS_GRID.exe 跳上述異常) (win10 也會發生)
完整內容：發生日期: 2025-10-03
客戶: 福懋
機台編號: SSLM21003SI
問題分類: 硬體損壞/配線
關鍵元件: N/A
問題現象: TTLM10015 - 主管們決議使用舊系統 (VAS / LCamGrab)
(前一台 VAS 機型於 TTLM20005 -2022出機, 使用win7 OS的視覺電腦)

win7 停產,  須測試 軟件(VAS /LCamGrab)能否在win10 /win11 運行
 
使用視覺平台電腦(win10)測試取像

1. eVision Dongle 讀取問題 → 需安裝Open_eVision_2.5.0.11304_NoDoc_Installer.msi

2. LCamGrab 
    →  安裝 RuntimeSetup_v5.1.0a_IA32.exe  。
          Log : ComCam(index = 0) setup successed !!
          (initial 成功, 但無法取像Line917, SiSo軟件也無法取像TimeOut))

    →  再安裝 RuntimeSetup_v5.2.1_Win32.exe 。  
           Log : Channel = 0, Camera(0) Send to VI. 
          ( initial 成功, LCamGrab可取像, SiSo軟件也可取像)

3. VAS 
    開啟VAS 會警報  ""Exception CameraControl.ocx類別未登錄""
    裝CommCam(v1.2.6)SetupE2vCommCamUCL.exe 無效
    
      →   在win10 安裝BCB5 ，並將VAS 編譯後。再無出現此問題

3. VAS , 開啟時警報  ""Exception CameraControl.ocx找不到指定的模組"" 
→ 將執行檔路徑改為 D:\TTL_VAS\VAS_GRID.exe  後,開啟則變正常。    
    (D:\TTL_VAS_1\VAS_GRID.exe 跳上述異常) (win10 也會發生)
維修處理: 
更換硬體: 3F視覺
掃像平台-電腦
OS:win10
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",2025-10-03 00:00:00,福懋,SSLM21003SI,硬體損壞/配線,,20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|73|TTLM10015|2025-11-24,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|73|TTLM10015|2025-11-24
日期：2025-11-24 00:00:00
客戶：福懋
機台編號：TTLM10015
問題分類：硬體損壞/配線
症狀：VAS 運行於win11 注意事項  (裝機過程
處理方式：仍然會發生 上述異常)
完整內容：發生日期: 2025-11-24
客戶: 福懋
機台編號: TTLM10015
問題分類: 硬體損壞/配線
關鍵元件: N/A
問題現象: VAS 運行於win11 注意事項  (裝機過程, 視覺電腦環境建立-注意事項)

1. eVision Dongle 讀取問題 
→ 需安裝Open_eVision_2.5.0.11304_NoDoc_Installer.msi

2. LCamGrab , Initial 失敗/取像立即TimeOut問題 
→ 安裝32位元MicroDisplay ,RuntimeSetup_v5.2.1_Win32.exe 。

3. VAS , 開啟時警報  ""Exception CameraControl.ocx找不到指定的模組"" 
→ 將執行檔路徑改為 D:\TTL_VAS\VAS_GRID.exe  後,開啟則變正常。    
    (D:\TTL_VAS_1\VAS_GRID.exe 跳上述異常) (win11 會發生)
    (即便win11環境 灌BCB5 重新編譯, 仍然會發生 上述異常)
維修處理: 
更換硬體: TTLM10015
視覺電腦
OS: win11
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",2025-11-24 00:00:00,福懋,TTLM10015,硬體損壞/配線,,20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|74|ASLM32003|2025-12-17,"【維修案例】
案例ID：20251227-LineScan Strip機台軟硬體問題記錄.xlsx|廠內裝機問題|74|ASLM32003|2025-12-17
日期：2025-12-17 00:00:00
客戶：震坤
機台編號：ASLM32003
問題分類：訊號與干擾
關鍵元件：OVP卡, Trigger卡, VLS
症狀：無法掃像
處理方式：待驗證.
完整內容：發生日期: 2025-12-17
客戶: 震坤
機台編號: ASLM32003
問題分類: 訊號與干擾
關鍵元件: OVP卡, Trigger卡, VLS
問題現象: 問題:無法掃像
排查步驟:
1.DAQ量測Trigger卡(電腦)端訊號(A車),無訊號
2.DAQ量測4XMO-C卡端訊號(A車),機台無法送電 (接上DAQ ,DC24V直接跳電)
3.控工_勇志 排查DC24V線路未正常接線,組測重新拉線(DV24只送到A1,並沒有送到B1)
4.重新DAQ量測4XMO-C卡訊號(A車),無訊號
5.更換4XMO-C卡,依然無法掃像
6.再次DAQ量測4XMO-C卡端訊號(A車),有訊號
7.再次DAQ量測Trigger卡端訊號(A車),有訊號
8.將OVP卡的AB台車訊號交換,也將VLS中的INI,AB台車的設定交換.  交換後(A車訊號 由12腳輸入)A車掃像OK
    確認是訊號不良or Trigger卡11 PIN腳燒壞.
9.重新掃像,有影像,確認為Trigger卡 11 PIN腳燒壞,更換Trigger卡.
10.可以正常掃像,但掃像影像中,有綠色閃爍.(如右圖)
12.將影像用其他電腦(VLS)開啟,並無綠色閃爍,推論該機台電腦顯卡or線路有異常,待驗證.
維修處理: 
更換硬體: 4XMO-C/
Trigger/
電腦畫面異常
來源檔案：20251227-LineScan Strip機台軟硬體問題記錄.xlsx
來源工作表：廠內裝機問題",2025-12-17 00:00:00,震坤,ASLM32003,訊號與干擾,"OVP卡, Trigger卡, VLS",20251227-LineScan Strip機台軟硬體問題記錄.xlsx,廠內裝機問題
